Original_Index,STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,AVW,Rrs_346,Rrs_348,Rrs_351,Rrs_353,Rrs_356,Rrs_358,Rrs_361,Rrs_363,Rrs_366,Rrs_368,Rrs_371,Rrs_373,Rrs_375,Rrs_378,Rrs_380,Rrs_383,Rrs_385,Rrs_388,Rrs_390,Rrs_393,Rrs_395,Rrs_398,Rrs_400,Rrs_403,Rrs_405,Rrs_408,Rrs_410,Rrs_413,Rrs_415,Rrs_418,Rrs_420,Rrs_422,Rrs_425,Rrs_427,Rrs_430,Rrs_432,Rrs_435,Rrs_437,Rrs_440,Rrs_442,Rrs_445,Rrs_447,Rrs_450,Rrs_452,Rrs_455,Rrs_457,Rrs_460,Rrs_462,Rrs_465,Rrs_467,Rrs_470,Rrs_472,Rrs_475,Rrs_477,Rrs_480,Rrs_482,Rrs_485,Rrs_487,Rrs_490,Rrs_492,Rrs_495,Rrs_497,Rrs_500,Rrs_502,Rrs_505,Rrs_507,Rrs_510,Rrs_512,Rrs_515,Rrs_517,Rrs_520,Rrs_522,Rrs_525,Rrs_527,Rrs_530,Rrs_532,Rrs_535,Rrs_537,Rrs_540,Rrs_542,Rrs_545,Rrs_547,Rrs_550,Rrs_553,Rrs_555,Rrs_558,Rrs_560,Rrs_563,Rrs_565,Rrs_568,Rrs_570,Rrs_573,Rrs_575,Rrs_578,Rrs_580,Rrs_583,Rrs_586,Rrs_588,Rrs_613,Rrs_615,Rrs_618,Rrs_620,Rrs_623,Rrs_625,Rrs_627,Rrs_630,Rrs_632,Rrs_635,Rrs_637,Rrs_640,Rrs_641,Rrs_642,Rrs_643,Rrs_645,Rrs_646,Rrs_647,Rrs_648,Rrs_650,Rrs_651,Rrs_652,Rrs_653,Rrs_655,Rrs_656,Rrs_657,Rrs_658,Rrs_660,Rrs_661,Rrs_662,Rrs_663,Rrs_665,Rrs_666,Rrs_667,Rrs_668,Rrs_670,Rrs_671,Rrs_672,Rrs_673,Rrs_675,Rrs_676,Rrs_677,Rrs_678,Rrs_679,Rrs_681,Rrs_682,Rrs_683,Rrs_684,Rrs_686,Rrs_687,Rrs_688,Rrs_689,Rrs_691,Rrs_692,Rrs_693,Rrs_694,Rrs_696,Rrs_697,Rrs_698,Rrs_699,Rrs_701,Rrs_702,Rrs_703,Rrs_704,Rrs_706,Rrs_707,Rrs_708,Rrs_709,Rrs_711,Rrs_712,Rrs_713,Rrs_714,Rrs_717,Rrs_719
513,236246,1149,2024-06-07,29.567,29.583,-84.104,-84.082,29.575,-84.093,19.0,7.8,249.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.9525182373706,0.0016962228110060096,0.001658666878938675,0.0017071121837943792,0.001665778923779726,0.0016277788672596216,0.0017302230698987842,0.0018140007741749287,0.001874223817139864,0.001883112359791994,0.0017808899283409119,0.001674222876317799,0.001733112265355885,0.001812889357097447,0.0016526678809896111,0.0015117786824703217,0.0015686675906181335,0.001596000511199236,0.0015686675906181335,0.0015155569417402148,0.0015591117553412914,0.001805778592824936,0.0019148902501910925,0.001794000854715705,0.001670223195105791,0.0016428898088634014,0.001577556598931551,0.0015260005602613091,0.0015308898873627186,0.0015411116182804108,0.0015486673219129443,0.001524445484392345,0.0015273342141881585,0.0015262229135259986,0.001571779022924602,0.0016955567989498377,0.0017362232320010662,0.0016966677503660321,0.0017177785048261285,0.0017468896694481373,0.001762667903676629,0.001808666973374784,0.0019300013082101941,0.0020168896298855543,0.0020551118068397045,0.0021104449406266212,0.0021731120068579912,0.0022511121351271868,0.002307112095877528,0.0023482227697968483,0.0023493340704590082,0.002383333630859852,0.0024766670539975166,0.0025562229566276073,0.0026400010101497173,0.002726000966504216,0.002771334955468774,0.002827778924256563,0.0028980011120438576,0.002897778293117881,0.002910889219492674,0.002930223010480404,0.002927778521552682,0.0029340009205043316,0.002901111962273717,0.0028393343091011047,0.002760445000603795,0.0026506679132580757,0.0025431124959141016,0.0024948902428150177,0.002512667328119278,0.002543111564591527,0.00255555659532547,0.0025802229065448046,0.0026068894658237696,0.002606223337352276,0.00258244457654655,0.0025657792575657368,0.0025284450966864824,0.002480445196852088,0.002418889431282878,0.0023564447183161974,0.0022788895294070244,0.0021995562128722668,0.002153556328266859,0.0021288900170475245,0.002117778640240431,0.0021140011958777905,0.0020888899452984333,0.0020375566091388464,0.001956445397809148,0.0018637789180502295,0.0017673344118520617,0.001652000704780221,0.0015257791383191943,0.0013813343830406666,0.0012266677804291248,0.0010744453174993396,0.0009204455418512225,0.00042733424925245345,0.00041466785478405654,0.0003935562272090465,0.00037644512485712767,0.00037088990211486816,0.00036133371759206057,0.0003520010213833302,0.00034511214471422136,0.0003342231211718172,0.00032133483910001814,0.0003126673400402069,0.00030177831649780273,0.00029466755222529173,0.0002886673610191792,0.00027533454704098403,0.0002628896036185324,0.00024466836475767195,0.00023733369016554207,0.00023422266531269997,0.00023755554866511375,0.00023755597067065537,0.000232889418839477,0.0002262232155771926,0.00021955619740765542,0.00021577916049864143,0.00020888943981844932,0.00021133405971340835,0.00021111179376021028,0.00021244461822789162,0.00021889019990339875,0.00021822295093443245,0.00022133439779281616,0.0002202230243710801,0.00022088942932896316,0.00022644508862867951,0.00022844514751341194,0.0002300010819453746,0.00023311293625738472,0.000233779355767183,0.00023622314620297402,0.0002362227241974324,0.00023755597067065537,0.0002366676926612854,0.00023422307276632637,0.0002326671383343637,0.0002266677765874192,0.00022177894425112754,0.00022088985133450478,0.00022266805171966553,0.00023155659437179565,0.00023333438730333,0.00021777923393528908,0.00019000015163328499,0.00015689019346609712,0.00014177875709719956,0.00013155573105905205,0.00012689043069258332,0.00011777836334658787,9.977859008358791e-05,8.3778882981278e-05,7.800054299877957e-05,7.244489097502083e-05,6.511186802526936e-05,6.133400893304497e-05,5.533422154258005e-05,4.266781979822554e-05,3.688989454531111e-05,3.3334727049805224e-05,3.088969242526218e-05,2.6889560103882104e-05,2.06679105758667e-05,1.311136657022871e-05,4.37787821283564e-05,9.311238682130352e-05
514,236247,1149,2024-06-07,29.366,29.381,-84.126,-84.103,29.3735,-84.1145,26.2,11.2,55.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,475.9921633061406,0.00512133352458477,0.005240000784397125,0.005466000642627478,0.005499556660652161,0.005602000746876001,0.005912000313401222,0.006143112201243639,0.006367111578583717,0.006501778494566679,0.006533334031701088,0.006555778905749321,0.006754444912075996,0.006943334825336933,0.006800889503210783,0.006717556156218052,0.006950445473194122,0.007084222976118326,0.007101112045347691,0.007102889474481344,0.0072268894873559475,0.007544222753494978,0.007641555741429329,0.0074597797356545925,0.007292000576853752,0.007229113020002842,0.007109334226697683,0.007009112276136875,0.006970000918954611,0.006927556823939085,0.0069091119803488255,0.006850667297840118,0.006791111547499895,0.006735778879374266,0.006730000488460064,0.006806000601500273,0.006790667772293091,0.006685334723442793,0.006640223320573568,0.006610667333006859,0.0065648905001580715,0.006584000773727894,0.006684445776045322,0.006738001015037298,0.006757555995136499,0.006828222889453173,0.006917556282132864,0.007020445540547371,0.007099779322743416,0.007174222730100155,0.0071828896179795265,0.007215556222945452,0.007312667090445757,0.007380667608231306,0.007439556997269392,0.007499778643250465,0.0075071114115417,0.007511556148529053,0.007492667064070702,0.0073844450525939465,0.00727000180631876,0.007131556048989296,0.0069593340158462524,0.006759112235158682,0.00648733414709568,0.006170222535729408,0.005823556333780289,0.005393334198743105,0.004971334710717201,0.0047093341127038,0.004635778721421957,0.0046062227338552475,0.004568889737129211,0.004555556457489729,0.004523778334259987,0.00445355661213398,0.004361334256827831,0.004260667599737644,0.004136445000767708,0.003986222669482231,0.003822667757049203,0.003662667004391551,0.0034742234274744987,0.003289334010332823,0.003142222762107849,0.003039556322619319,0.0029606681782752275,0.0028840010054409504,0.002792223822325468,0.002677556127309799,0.0025315566454082727,0.002368223387748003,0.0022075565066188574,0.0020311118569225073,0.001849112450145185,0.0016633346676826477,0.0014624454779550433,0.0012584456708282232,0.001045112032443285,0.00045066780876368284,0.00043800059938803315,0.00042889019823633134,0.00041400102782063186,0.0004000009794253856,0.0003897783753927797,0.00037400092696771026,0.0003566679952200502,0.00034800131106749177,0.0003342231211718172,0.00032666779588907957,0.0003182225627824664,0.0003133341670036316,0.0003057780268136412,0.00029200108838267624,0.00027577870059758425,0.0002511118946131319,0.0002391118905507028,0.00022911239648237824,0.00023200114083010703,0.0002304452209500596,0.00022511184215545654,0.00022200081730261445,0.00021577916049864143,0.00021555647253990173,0.0002097785472869873,0.00021244544768705964,0.00021666826796717942,0.0002197780559072271,0.00022422273468691856,0.00022555638861376792,0.0002273346035508439,0.00022777915000915527,0.00022844597697257996,0.00023377893376164138,0.00023422307276632637,0.00023511218023486435,0.00023866776609793305,0.0002397783100605011,0.00024200064945034683,0.0002397783100605011,0.00023711183166597039,0.0002368891437072307,0.00023155659437179565,0.00023111204791348428,0.00022600094962399453,0.00022066716337576509,0.00021733426547143608,0.00021489005303010345,0.00022088985133450478,0.00021955702686682343,0.0002064456493826583,0.00017911236500367522,0.00014688943338114768,0.00012555635476019233,0.00011422278475947678,0.00010844485950656235,9.911217784974724e-05,8.600080764153972e-05,6.977882731007412e-05,6.222269439604133e-05,5.666787546942942e-05,5.222277468419634e-05,4.777891808771528e-05,4.35560941696167e-05,3.311203545308672e-05,3.02228654618375e-05,2.9778315365547314e-05,2.866735121642705e-05,2.6666870326153003e-05,2.0445635527721606e-05,8.222957148973364e-06,1.5778259694343433e-05,3.7334444641601294e-05
515,236248,1149,2024-06-07,29.409,29.583,-84.022,-84.082,29.496,-84.052,22.5,8.2,280.0,30.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,481.8434783511049,0.0035453338641673326,0.0036031119525432587,0.003767333459109068,0.0037571126595139503,0.0037977786269038916,0.004041778389364481,0.004179555922746658,0.004320668056607246,0.004402445629239082,0.004339111968874931,0.004297112114727497,0.004430223256349564,0.004554889164865017,0.004412222653627396,0.004308000206947327,0.004437779076397419,0.004517556168138981,0.004550001118332148,0.0045200008898973465,0.004582000896334648,0.004872222896665335,0.004994001239538193,0.004854889586567879,0.004708223510533571,0.0046533336862921715,0.004563333932310343,0.004508222918957472,0.004511111881583929,0.004499111790210009,0.004491556901484728,0.004463778343051672,0.004449556581676006,0.004429334308952093,0.004455111920833588,0.004567557014524937,0.004592445213347673,0.004522889386862516,0.004525334108620882,0.004539555869996548,0.004531334154307842,0.004576667677611113,0.00471889041364193,0.004819778725504875,0.004859556443989277,0.004932889714837074,0.005012223497033119,0.005104667507112026,0.005186667665839195,0.005249555688351393,0.005254667717963457,0.005292889662086964,0.0053957789205014706,0.005481334403157234,0.005558890290558338,0.005634445697069168,0.005659334361553192,0.005683111492544413,0.005706445313990116,0.005644889548420906,0.005584222264587879,0.005512445233762264,0.005412222817540169,0.005306889768689871,0.005147112533450127,0.004948889836668968,0.004722445737570524,0.004425112158060074,0.004131113179028034,0.003951334860175848,0.0039117783308029175,0.003912666812539101,0.0038940012454986572,0.003893112065270543,0.0038857783656567335,0.00383355631493032,0.0037602228112518787,0.003688889555633068,0.003590223379433155,0.0034755568485707045,0.003347777994349599,0.003213557181879878,0.0030626675579696894,0.002914668060839176,0.002804000396281481,0.0027360005769878626,0.002681778045371175,0.002629778813570738,0.0025637783110141754,0.002472001127898693,0.0023471112363040447,0.0022046673111617565,0.002058889716863632,0.001896667410619557,0.0017251119716092944,0.0015382232377305627,0.0013402237091213465,0.0011515563819557428,0.0009608897962607443,0.0004035569727420807,0.0003904452023562044,0.0003728899755515158,0.00035444521927274764,0.0003428893687669188,0.00033444538712501526,0.0003264451224822551,0.0003168897528667003,0.00030511204386129975,0.00029088970040902495,0.00028489032411016524,0.0002740000782068819,0.0002673338749445975,0.00026111179613508284,0.0002480012772139162,0.0002373341121710837,0.00021422322606667876,0.00020555572700686753,0.00019822310423478484,0.00019866766524501145,0.00019977863121312112,0.00019422339391894639,0.00019088966655544937,0.00018533402180764824,0.0001835562288761139,0.00017755644512362778,0.00018022250151261687,0.0001835558214224875,0.0001860004267655313,0.00019133422756567597,0.00019222291302867234,0.00019311242795083672,0.00019377883290871978,0.00019377883290871978,0.0001991113822441548,0.00020155600213911384,0.00020133455109316856,0.00020800117636099458,0.00021066806220915169,0.00021244502568151802,0.0002131118526449427,0.00021133405971340835,0.00021088951325509697,0.00020955668878741562,0.00020933483028784394,0.00020488972950261086,0.0002000008971663192,0.00019755669927690178,0.00019533435988705605,0.00020200097060296685,0.00020289007807150483,0.00018777904915623367,0.00016222315025515854,0.00013000145554542542,0.00011244540655752644,0.00010266775643685833,9.911217784974724e-05,9.000135469250381e-05,7.355710113188252e-05,5.777883779956028e-05,5.022312325309031e-05,4.622298729373142e-05,4.1112303733825684e-05,3.8223133742576465e-05,3.311162072350271e-05,2.088935798383318e-05,1.7556465536472388e-05,1.5556397556792945e-05,1.3333641618373804e-05,1.0000749171013013e-05,4.667374923883472e-06,-5.999373115628259e-06,1.5333709598053247e-05,5.111181235406548e-05
516,236249,1149,2024-06-07,29.129,29.14,-83.909,-83.882,29.1345,-83.8955,26.3,7.8,293.0,30.0,12.3,,,,,20.0,,,,,,,,,,,,,,,,,,,,475.0023900205049,0.007493556477129459,0.007476000115275383,0.007519111968576908,0.007458666805177927,0.007465111557394266,0.00763822253793478,0.007780000567436218,0.007930222898721695,0.008004667237401009,0.007949111983180046,0.00788000039756298,0.008015778847038746,0.008144223131239414,0.007928000763058662,0.007769112940877676,0.007946223020553589,0.008028445765376091,0.007983111776411533,0.007925334386527538,0.007984223775565624,0.008249112404882908,0.00829377956688404,0.00807044468820095,0.007857556454837322,0.007749555632472038,0.0076017784886062145,0.007447334006428719,0.00735733425244689,0.007273111958056688,0.00721200043335557,0.007109111174941063,0.006989556830376387,0.0068980008363723755,0.006859112065285444,0.006899556145071983,0.006851778831332922,0.006712890230119228,0.006641334388405085,0.006575333885848522,0.00649466784670949,0.006479334551841021,0.0065542226657271385,0.00660444563254714,0.00660733412951231,0.006656445097178221,0.006721111945807934,0.006815334316343069,0.006885112263262272,0.006945556029677391,0.006943779066205025,0.006961556151509285,0.007045334205031395,0.007107555866241455,0.007157779298722744,0.007194222882390022,0.00717889005318284,0.007164445240050554,0.007122667506337166,0.007005555555224419,0.006891112308949232,0.006758222356438637,0.00660133408382535,0.006422223523259163,0.0061831120401620865,0.005906000267714262,0.005597333889454603,0.005208667833358049,0.004833112005144358,0.004597334191203117,0.004528889432549477,0.0045075565576553345,0.004473556764423847,0.004452000372111797,0.004417334217578173,0.004347778391093016,0.004247779026627541,0.004142667166888714,0.004027334041893482,0.003877111943438649,0.0037137786857783794,0.00355533417314291,0.0033677788451313972,0.0031846677884459496,0.0030537790153175592,0.0029577789828181267,0.0028797786217182875,0.0028093340806663036,0.0027153347618877888,0.002596445381641388,0.0024537791032344103,0.002297112485393882,0.002135557122528553,0.0019677781965583563,0.0018011112697422504,0.0016226677689701319,0.0014328890247270465,0.0012471117079257965,0.0010526672704145312,0.0004873346188105643,0.00048400048399344087,0.000465778837678954,0.0004464454250410199,0.00043333403300493956,0.0004162225523032248,0.0003940007882192731,0.0003840004501398653,0.0003735568025149405,0.00036133412504568696,0.0003515564603731036,0.000336667726514861,0.0003295561473350972,0.00031600106740370393,0.000301334192045033,0.0002833344042301178,0.000257556646829471,0.00024711215519346297,0.00024177919840440154,0.00024155651044566184,0.00024777816724963486,0.00024466754985041916,0.00023889003205113113,0.00023266796779353172,0.0002297788014402613,0.00022333447122946382,0.00022822328901384026,0.00023466761922463775,0.000236667285207659,0.00024088968348223716,0.00024022285651881248,0.00024155693245120347,0.00024422339629381895,0.0002437788643874228,0.0002464453282300383,0.00024888955522328615,0.00024777857470326126,0.00024711215519346297,0.0002497790555935353,0.00025111145805567503,0.0002468894817866385,0.0002444456913508475,0.00024400113034062088,0.00023866734409239143,0.00023600086569786072,0.00022800100850872695,0.00022222267580218613,0.00022066716337576509,0.00022177811479195952,0.00023333438730333,0.00023177928233053535,0.0002197784633608535,0.00018666725372895598,0.000150000472785905,0.00013244483852759004,0.00012044525647070259,0.0001133340920205228,0.0001033337612170726,8.933412027545273e-05,7.155620551202446e-05,6.288993608905002e-05,5.933476859354414e-05,5.488966780831106e-05,5.0667258619796485e-05,4.600071406457573e-05,3.4445274650352076e-05,3.0667419196106493e-05,2.8000937163596973e-05,2.777866211545188e-05,2.7111835152027197e-05,2.0445220798137598e-05,8.001095920917578e-06,2.0000255972263403e-05,5.400097870733589e-05
517,236250,1149,2024-06-07,28.963,28.944,-84.215,-84.197,28.9535,-84.206,31.3,6.2,267.0,30.0,11.2,,,,2.0,28.0,,,,,,,,,,,,,,,,,,,,467.7794320371255,0.013483555987477303,0.013343111611902714,0.01332511194050312,0.013238666579127312,0.013088222593069077,0.013120000250637531,0.013118666596710682,0.013131999410688877,0.013111556880176067,0.012937556020915508,0.01276266761124134,0.012846667319536209,0.012862889096140862,0.012506001628935337,0.012272889725863934,0.012375778518617153,0.012383555993437767,0.012234224006533623,0.012068667449057102,0.012060444802045822,0.01226066704839468,0.012205777689814568,0.011854001320898533,0.011534001678228378,0.011328667402267456,0.011106668040156364,0.010874000377953053,0.010701999999582767,0.01057400181889534,0.010451335459947586,0.010280223563313484,0.010108668357133865,0.009934889152646065,0.009836889803409576,0.009835334494709969,0.009721335023641586,0.009528666734695435,0.009392001666128635,0.009231333620846272,0.00906844437122345,0.008958667516708374,0.008917111903429031,0.008852888830006123,0.00879355613142252,0.008797112852334976,0.008818667382001877,0.008890666998922825,0.00892688985913992,0.008946667425334454,0.008897555992007256,0.008861555717885494,0.00887911207973957,0.008848000317811966,0.008806445635855198,0.008775333873927593,0.008698667399585247,0.008618667721748352,0.008513111621141434,0.008285555988550186,0.008060223422944546,0.007805556058883667,0.0075111123733222485,0.00718177855014801,0.006807333789765835,0.006374001037329435,0.005908222869038582,0.00537489028647542,0.004879778251051903,0.004559334367513657,0.004426890052855015,0.004345556255429983,0.004262668080627918,0.0042024459689855576,0.004120444878935814,0.004001779016107321,0.0038837785832583904,0.003773333737626672,0.0036422228440642357,0.003484222572296858,0.003326889593154192,0.003169779200106859,0.0029904453549534082,0.0028248901944607496,0.002693111775442958,0.002580445259809494,0.00250288937240839,0.0024368895683437586,0.0023413347080349922,0.0022364454343914986,0.002121778903529048,0.0020028899889439344,0.0018722228705883026,0.0017213341780006886,0.0015991119435057044,0.001474890043027699,0.0013373345136642456,0.001212223549373448,0.0010966671397909522,0.0005973341758362949,0.0005808894638903439,0.000559111824259162,0.0005317785544320941,0.0005093340878374875,0.0004940007929690182,0.000484445015899837,0.0004728900094050914,0.00045000057434663177,0.000430445303209126,0.000422001292463392,0.00041177828097715974,0.00040088966488838196,0.0003904460172634572,0.0003726676804944873,0.00035666755866259336,0.0003395568928681314,0.00033222264028154314,0.00032800063490867615,0.0003337781527079642,0.0003360000846441835,0.0003328894672449678,0.00032866746187210083,0.0003204449312761426,0.0003173347213305533,0.0003071121172979474,0.0003055565757676959,0.0003055561683140695,0.0003073339757975191,0.00031177906203083694,0.0003113349375780672,0.0003091117541771382,0.0003073343832511455,0.000302889704471454,0.00030444521689787507,0.0003068898222409189,0.0003024455509148538,0.0003002232115250081,0.0003031119704246521,0.0003037783899344504,0.00029866729164496064,0.00029555667424574494,0.0002902237174566835,0.0002851117751561105,0.0002840004162862897,0.0002728895051404834,0.00026800070190802217,0.00026933435583487153,0.0002744454541243613,0.0003006673650816083,0.00031244507408700883,0.00029844543314538896,0.0002595562837086618,0.0002168901264667511,0.00019955718016717583,0.0001871118147391826,0.0001802233309717849,0.00016444508219137788,0.00014555620145983994,0.00013266752648632973,0.00012444498133845627,0.0001200002952828072,0.00011155712854815647,0.00010288962221238762,9.222328662872314e-05,8.00006091594696e-05,7.40008254069835e-05,6.71119341859594e-05,6.488958752015606e-05,6.088945519877598e-05,5.35564286110457e-05,4.355650889920071e-05,7.733413076493889e-05,0.00012866739416494966
518,236251,1149,2024-06-07,28.742,28.724,-84.197,-84.176,28.733,-84.1865,37.9,14.5,219.0,30.0,10.1,,,,8.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,236252,1149,2024-06-07,28.627,28.609,-84.09,-84.07,28.618,-84.08,35.3,5.4,227.0,30.0,13.9,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,236253,1149,2024-06-07,28.716,28.71,-83.863,-83.835,28.713,-83.849,30.2,6.2,262.0,30.0,8.5,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,236254,1149,2024-06-08,28.829,28.815,-83.644,-83.62,28.822,-83.632,24.1,8.0,263.0,30.0,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,236255,1149,2024-06-08,28.756,28.759,-83.43,-83.402,28.7575,-83.416,21.2,8.7,246.0,30.0,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,236256,1149,2024-06-08,28.612,28.614,-83.625,-83.597,28.613,-83.611,25.4,10.9,263.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,236257,1149,2024-06-08,28.553,28.552,-83.435,-83.406,28.5525,-83.4205,23.2,6.9,262.0,30.0,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,236258,1149,2024-06-08,28.451,28.451,-83.411,-83.383,28.451,-83.397,23.2,11.1,279.0,30.0,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,236259,1149,2024-06-08,28.247,28.246,-83.267,-83.239,28.2465,-83.253,21.0,6.2,290.0,30.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,236260,1149,2024-06-08,28.145,28.141,-83.579,-83.551,28.143,-83.565,33.5,3.0,283.0,30.0,121.8,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,236261,1149,2024-06-08,28.294,28.319,-83.651,-83.646,28.3065,-83.6485,31.5,3.7,276.0,30.0,26.8,,,,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,236262,1149,2024-06-08,28.257,28.282,-83.943,-83.945,28.2695,-83.944,40.2,3.7,269.0,30.0,32.5,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,236263,1149,2024-06-08,28.406,28.427,-84.093,-84.078,28.4165,-84.0855,39.0,7.1,274.0,30.0,6.5,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,236264,1149,2024-06-09,28.488,28.504,-84.093,-84.07,28.496,-84.0815,38.0,4.8,288.0,30.0,229.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
